trend_strength,seasonal_strength,R^2_GPT_3,R^2_GPT_4,MAPE_GPT_3,MAPE_GPT_4
1.0,2.4494820473748718e-17,-0.3230931024259871,-0.2358930282830184,-0.6355181747946096,-0.6333989310826924
2.4494820473748718e-17,1.0,0.36691993940701023,0.5236949563494339,0.2847153378224841,0.2440273209622527
-0.3230931024259871,0.36691993940701023,1.0,0.2619135902462044,0.20396302042517828,0.22146332230143714
-0.2358930282830184,0.5236949563494339,0.2619135902462044,1.0,0.25482176144898105,0.1936105344631017
-0.6355181747946096,0.2847153378224841,0.20396302042517828,0.25482176144898105,1.0,0.9893825441976956
-0.6333989310826924,0.2440273209622527,0.22146332230143714,0.1936105344631017,0.9893825441976956,1.0
